MSE
37.10391717552175
24.27742364729769
21.168269783157356
19.902135566227777
19.380188223877813
18.525686195215947
17.407847027865166
16.83801349578575
16.1026544564013
15.635863139344472
15.331960389601736
15.208753158337117
14.992729348039019
14.827097492081988
14.663158846588122
14.629661755934528
14.612672401262927
14.62422836740891
14.649858467777229
14.76352844931671
14.76556368106416
14.881163664156682
15.013411628931404
14.949513692816064
14.857016534798195
14.916155785876704
14.842830061129202
14.750975239539027
14.786270728296959
14.738494440084812
14.634149985055886
14.631030243179286
14.64094337630306
14.615278322441192
14.658801663318197
14.619513282095198
14.66174593592111
14.67058095370034
14.66625374694874
14.626253633012956
14.640644603166972
14.629425423456597
14.607922969514213
14.637518387441155
14.6058390570395
14.601251790358779
14.533222538623022
14.530168783994277
14.557991514294757
14.4870962291697
14.477121562069389
14.454932539034896
14.406862522601159
14.390055693661761
14.410579176365546
14.39119849095422
14.395480421790202
14.405702046016106
14.360841924671538
14.403442775180268
14.435030916009522
14.394429659114738
14.412278647272286
14.406226913334592
14.384215044049549
14.397260759084316
14.427936564426021
14.409526602486595
14.423325888064277
14.39880284735269
14.366708054085686
14.35122980110156
14.31436171174861
14.315483517372643
14.275005945621684
14.264988078936966
14.235101272884041
14.238461029586846
14.197790250535762
14.16724320886818
14.141162451334772
14.141135577467677
14.113127838377729
14.10360086186781
14.10594382917982
14.092890987755855
14.11888506325041
14.13753220476711
14.151295844765732
14.14335852594618
14.155533727026679
14.173543239411977
14.1588177405338
14.136999454677078
14.109263436540374
14.135141362861692
14.138115149019063
14.173317953274482
14.170562545272677
14.14675705757437
